URL,Name,Price,NF_Raw
https://www.instacart.com/products/2691232,Market Pantry Peanut Butter Filled Pretzels,,"Nutrition Facts
Serving Size 30.00 g
Servings Per Container about 42
Amount Per Serving
Calories 140
% Daily Value
Total Fat 6g
9%
daily value
Total Fat
Saturated Fat 1g
5%
daily value
Total Fat
Trans Fat 0g
Total Fat
Polyunsaturated Fat 2g
Total Fat
Monounsaturated Fat 3g
Cholesterol 0mg
0%
daily value
Sodium 330mg
14%
daily value
Total Carbohydrate 17g
6%
daily value
Total Carbohydrate
Dietary Fiber 1g
4%
daily value
Total Carbohydrate
Sugars 2g
Protein 5g
Percent Daily Values are based on a 2,000 calorie diet."
https://www.instacart.com/products/25785801,"Chex Mix Bars, Cookies & Cream",$5.19 ,"Nutrition Facts
Serving Size 32.00 g
Servings Per Container 6
Amount Per Serving
Calories 140
% Daily Value
Total Fat 4.5g
7%
daily value
Total Fat
Saturated Fat 2g
10%
daily value
Total Fat
Trans Fat 0g
Cholesterol 0mg
0%
daily value
Sodium 120mg
5%
daily value
Total Carbohydrate 24g
8%
daily value
Total Carbohydrate
Dietary Fiber 0g
0%
daily value
Total Carbohydrate
Sugars 10g
Protein 1g
Percent Daily Values are based on a 2,000 calorie diet."
https://www.instacart.com/products/27642417,Real Good Foods Low Carb General Tso's Chicken Bowl,$6.41 ,"Nutrition Facts
Serving Size 255.00 g
Servings Per Container 1
Amount Per Serving
Calories 190
% Daily Value
Total Fat 6g
9%
daily value
Total Fat
Saturated Fat 0.5g
3%
daily value
Total Fat
Trans Fat 0g
Cholesterol 55mg
18%
daily value
Sodium 660mg
28%
daily value
Total Carbohydrate 30g
10%
daily value
Total Carbohydrate
Dietary Fiber 4g
16%
daily value
Total Carbohydrate
Sugars 2g
Protein 23g
Percent Daily Values are based on a 2,000 calorie diet."
https://www.instacart.com/products/72217,"Vita Cream, Sour",$7.75 ,"Nutrition Facts
Serving Size 56.00 g
Servings Per Container 5
Amount Per Serving
Calories 110
% Daily Value
Total Fat 7g
11%
daily value
Total Fat
Saturated Fat 3g
15%
daily value
Total Fat
Trans Fat 0g
Total Fat
Polyunsaturated Fat 2g
Total Fat
Monounsaturated Fat 0.5g
Cholesterol 35mg
12%
daily value
Sodium 600mg
25%
daily value
Total Carbohydrate 5g
2%
daily value
Total Carbohydrate
Dietary Fiber 0g
0%
daily value
Total Carbohydrate
Sugars 4g
Protein 7g
Percent Daily Values are based on a 2,000 calorie diet."
https://www.instacart.com/products/93319,Lean Cuisine Herb Roasted Chicken,$4.33 ,"Nutrition Facts
Serving Size 226.00 g
Servings Per Container 1
Amount Per Serving
Calories 180
% Daily Value
Total Fat 4.5g
7%
daily value
Total Fat
Saturated Fat 1g
5%
daily value
Total Fat
Trans Fat 0g
Total Fat
Polyunsaturated Fat 1.5g
Total Fat
Monounsaturated Fat 1g
Cholesterol 40mg
13%
daily value
Sodium 580mg
24%
daily value
Total Carbohydrate 16g
5%
daily value
Total Carbohydrate
Dietary Fiber 2g
8%
daily value
Total Carbohydrate
Sugars 4g
Protein 18g
Percent Daily Values are based on a 2,000 calorie diet."
https://www.instacart.com/products/49774,Ancient Harvest Red Quinoa,$9.29 ,"Nutrition Facts
Serving Size 0.25 cup
Servings Per Container ABOUT 9
Amount Per Serving
Calories 170
% Daily Value
Total Fat 2.5g
4%
daily value
Total Fat
Saturated Fat 0g
0%
daily value
Total Fat
Trans Fat 0g
Cholesterol 0mg
0%
daily value
Sodium 0mg
0%
daily value
Total Carbohydrate 29g
10%
daily value
Total Carbohydrate
Dietary Fiber 3g
12%
daily value
Total Carbohydrate
Sugars 0g
Protein 6g
Percent Daily Values are based on a 2,000 calorie diet."
https://www.instacart.com/products/3321311,"Publix Texas Toast, Garlic, Thick-Cut Slices",$2.87 ,"Nutrition Facts
Serving Size 40.00 g
Servings Per Container 8
Amount Per Serving
Calories 150
% Daily Value
Total Fat 8g
12%
daily value
Total Fat
Saturated Fat 1.5g
8%
daily value
Total Fat
Trans Fat 0g
Cholesterol 0mg
0%
daily value
Sodium 210mg
9%
daily value
Total Carbohydrate 15g
5%
daily value
Total Carbohydrate
Dietary Fiber 1g
4%
daily value
Total Carbohydrate
Sugars 1g
Protein 3g
Percent Daily Values are based on a 2,000 calorie diet."
https://www.instacart.com/products/21299293,Good & Gather Jalapeno Cream Cheese Wontons With Sweet Chili Sauce,,"Nutrition Facts
Serving Size 95.00 g
Servings Per Container 2
Amount Per Serving
Calories 290
% Daily Value
Total Fat 14g
22%
daily value
Total Fat
Saturated Fat 7g
35%
daily value
Total Fat
Trans Fat 0g
Cholesterol 35mg
12%
daily value
Sodium 400mg
17%
daily value
Total Carbohydrate 34g
11%
daily value
Total Carbohydrate
Dietary Fiber 1g
4%
daily value
Total Carbohydrate
Sugars 8g
Protein 8g
Percent Daily Values are based on a 2,000 calorie diet."
https://www.instacart.com/products/1378199,Smithfield Anytime Favorites Diced Ham,$4.41 ,"Nutrition Facts
Serving Size 56.00 g
Servings Per Container 4
Amount Per Serving
Calories 70
% Daily Value
Total Fat 2.5g
4%
daily value
Total Fat
Saturated Fat 1g
5%
daily value
Total Fat
Trans Fat 0g
Cholesterol 25mg
8%
daily value
Sodium 640mg
27%
daily value
Total Carbohydrate 3g
1%
daily value
Total Carbohydrate
Dietary Fiber 0g
0%
daily value
Total Carbohydrate
Sugars 1g
Protein 9g
Percent Daily Values are based on a 2,000 calorie diet."
https://www.instacart.com/products/3051386,"Jack Link's Beef Jerky, Original",$4.49 ,"Nutrition Facts
Serving Size 35.00 g
Servings Per Container
Amount Per Serving
Calories 100
% Daily Value
Total Fat 1.5g
2%
daily value
Total Fat
Saturated Fat 0g
0%
daily value
Total Fat
Trans Fat 0g
Cholesterol 40mg
13%
daily value
Sodium 740mg
31%
daily value
Total Carbohydrate 6g
2%
daily value
Total Carbohydrate
Dietary Fiber 0g
0%
daily value
Total Carbohydrate
Sugars 5g
Protein 15g
Percent Daily Values are based on a 2,000 calorie diet."
